Ensembl Gene ID	Ensembl Transcript ID	Ensembl Protein ID	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000133142	ENST00000494801	ENSP00000427494	transcription elongation factor A (SII)-like 4 [Source:HGNC Symbol;Acc:HGNC:26121]	X	103576231	103587736
ENSG00000133142	ENST00000434216	ENSP00000411320	transcription elongation factor A (SII)-like 4 [Source:HGNC Symbol;Acc:HGNC:26121]	X	103576231	103587736
ENSG00000133142	ENST00000425011	ENSP00000394029	transcription elongation factor A (SII)-like 4 [Source:HGNC Symbol;Acc:HGNC:26121]	X	103576231	103587736
ENSG00000133142	ENST00000469586	ENSP00000427053	transcription elongation factor A (SII)-like 4 [Source:HGNC Symbol;Acc:HGNC:26121]	X	103576231	103587736
ENSG00000133142	ENST00000613326	ENSP00000480202	transcription elongation factor A (SII)-like 4 [Source:HGNC Symbol;Acc:HGNC:26121]	X	103576231	103587736
ENSG00000215120	ENST00000398297			X	71527814	71530225
ENSG00000242599	ENST00000361201		"CSAG family, member 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:20923]"	X	152733827	152740985
ENSG00000242599	ENST00000583763		"CSAG family, member 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:20923]"	X	152733827	152740985
ENSG00000213401	ENST00000357916	ENSP00000350592	melanoma antigen family A12 [Source:HGNC Symbol;Acc:HGNC:6799]	X	152733779	152737669
ENSG00000213401	ENST00000393869	ENSP00000377447	melanoma antigen family A12 [Source:HGNC Symbol;Acc:HGNC:6799]	X	152733779	152737669
ENSG00000213401	ENST00000393900	ENSP00000377478	melanoma antigen family A12 [Source:HGNC Symbol;Acc:HGNC:6799]	X	152733779	152737669
ENSG00000165775	ENST00000475165		FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925]	X	155025980	155060303
ENSG00000165775	ENST00000369498	ENSP00000358510	FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925]	X	155025980	155060303
ENSG00000165775	ENST00000484175		FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925]	X	155025980	155060303
ENSG00000165775	ENST00000485289		FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925]	X	155025980	155060303
ENSG00000165775	ENST00000456179	ENSP00000395488	FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925]	X	155025980	155060303
ENSG00000165775	ENST00000471528		FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925]	X	155025980	155060303
ENSG00000165775	ENST00000492303		FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925]	X	155025980	155060303
ENSG00000231447	ENST00000437309			X	152746817	152747762
ENSG00000102098	ENST00000420857	ENSP00000407315	sex comb on midleg-like 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:10581]	X	18239314	18354727
ENSG00000102098	ENST00000251900	ENSP00000251900	sex comb on midleg-like 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:10581]	X	18239314	18354727
ENSG00000102098	ENST00000491988		sex comb on midleg-like 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:10581]	X	18239314	18354727
ENSG00000102098	ENST00000398048	ENSP00000381126	sex comb on midleg-like 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:10581]	X	18239314	18354727
ENSG00000166049	ENST00000370357	ENSP00000359382	PAS domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20686]	X	151563622	151676739
ENSG00000166049	ENST00000464219		PAS domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20686]	X	151563622	151676739
ENSG00000231772	ENST00000411879			X	42252459	42699385
ENSG00000231772	ENST00000440002			X	42252459	42699385
ENSG00000239429	ENST00000413236			X	151611664	151671196
ENSG00000227488	ENST00000405679	ENSP00000384214	G antigen 12D [Source:HGNC Symbol;Acc:HGNC:31904]	X	49541767	49549094
ENSG00000233688	ENST00000451418			X	154919578	154920182
ENSG00000274183	ENST00000620016	ENSP00000484261	"H2A histone family, member B1 [Source:HGNC Symbol;Acc:HGNC:22516]"	X	154884972	154885558
ENSG00000237859	ENST00000415978		eukaryotic translation elongation factor 1 alpha 1 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:37908]	X	154908885	154919103
ENSG00000185010	ENST00000330287	ENSP00000327895	"coagulation factor VIII, procoagulant component [Source:HGNC Symbol;Acc:HGNC:3546]"	X	154835788	155026940
ENSG00000185010	ENST00000360256	ENSP00000353393	"coagulation factor VIII, procoagulant component [Source:HGNC Symbol;Acc:HGNC:3546]"	X	154835788	155026940
ENSG00000185010	ENST00000483822		"coagulation factor VIII, procoagulant component [Source:HGNC Symbol;Acc:HGNC:3546]"	X	154835788	155026940
ENSG00000185010	ENST00000423959	ENSP00000409446	"coagulation factor VIII, procoagulant component [Source:HGNC Symbol;Acc:HGNC:3546]"	X	154835788	155026940
ENSG00000185010	ENST00000453950	ENSP00000389153	"coagulation factor VIII, procoagulant component [Source:HGNC Symbol;Acc:HGNC:3546]"	X	154835788	155026940
ENSG00000184368	ENST00000379651	ENSP00000368972	MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]	X	20006713	20116917
ENSG00000184368	ENST00000379643	ENSP00000368964	MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]	X	20006713	20116917
ENSG00000184368	ENST00000443379	ENSP00000388239	MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]	X	20006713	20116917
ENSG00000184368	ENST00000452324	ENSP00000413301	MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]	X	20006713	20116917
ENSG00000184368	ENST00000466145		MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]	X	20006713	20116917
ENSG00000236120	ENST00000444185			X	5653421	5726305
ENSG00000236120	ENST00000422914			X	5653421	5726305
ENSG00000102362	ENST00000372989	ENSP00000362080	synaptotagmin-like 4 [Source:HGNC Symbol;Acc:HGNC:15588]	X	100674491	100732123
ENSG00000102362	ENST00000491602		synaptotagmin-like 4 [Source:HGNC Symbol;Acc:HGNC:15588]	X	100674491	100732123
ENSG00000102362	ENST00000263033	ENSP00000263033	synaptotagmin-like 4 [Source:HGNC Symbol;Acc:HGNC:15588]	X	100674491	100732123
ENSG00000102362	ENST00000372981	ENSP00000362072	synaptotagmin-like 4 [Source:HGNC Symbol;Acc:HGNC:15588]	X	100674491	100732123
ENSG00000102362	ENST00000491326		synaptotagmin-like 4 [Source:HGNC Symbol;Acc:HGNC:15588]	X	100674491	100732123
ENSG00000102362	ENST00000276141	ENSP00000276141	synaptotagmin-like 4 [Source:HGNC Symbol;Acc:HGNC:15588]	X	100674491	100732123
ENSG00000278530	ENST00000614414		"charged multivesicular body protein 1B2, pseudogene [Source:HGNC Symbol;Acc:HGNC:49380]"	X	80228489	80335364
ENSG00000278530	ENST00000399581		"charged multivesicular body protein 1B2, pseudogene [Source:HGNC Symbol;Acc:HGNC:49380]"	X	80228489	80335364
ENSG00000197172	ENST00000329342	ENSP00000329199	melanoma antigen family A6 [Source:HGNC Symbol;Acc:HGNC:6804]	X	152766136	152769747
ENSG00000197172	ENST00000457643	ENSP00000401806	melanoma antigen family A6 [Source:HGNC Symbol;Acc:HGNC:6804]	X	152766136	152769747
ENSG00000197172	ENST00000412733	ENSP00000403303	melanoma antigen family A6 [Source:HGNC Symbol;Acc:HGNC:6804]	X	152766136	152769747
ENSG00000197172	ENST00000616035	ENSP00000480637	melanoma antigen family A6 [Source:HGNC Symbol;Acc:HGNC:6804]	X	152766136	152769747
ENSG00000176812	ENST00000433306			X	25194381	25195207
ENSG00000229310	ENST00000426762		ribonuclease P/MRP 40kDa subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39769]	X	25591353	25591808
ENSG00000125351	ENST00000276201	ENSP00000276201	UPF3 regulator of nonsense transcripts homolog B (yeast) [Source:HGNC Symbol;Acc:HGNC:20439]	X	119834022	119852998
ENSG00000125351	ENST00000345865	ENSP00000245418	UPF3 regulator of nonsense transcripts homolog B (yeast) [Source:HGNC Symbol;Acc:HGNC:20439]	X	119834022	119852998
ENSG00000125351	ENST00000478840		UPF3 regulator of nonsense transcripts homolog B (yeast) [Source:HGNC Symbol;Acc:HGNC:20439]	X	119834022	119852998
ENSG00000125351	ENST00000619445	ENSP00000481698	UPF3 regulator of nonsense transcripts homolog B (yeast) [Source:HGNC Symbol;Acc:HGNC:20439]	X	119834022	119852998
ENSG00000102055	ENST00000378131		"protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:16324]"	X	42777471	42778079
ENSG00000046774	ENST00000247452	ENSP00000354660	melanoma antigen family C2 [Source:HGNC Symbol;Acc:HGNC:13574]	X	142202345	142205290
ENSG00000275508	ENST00000618738			X	142372276	142373990
ENSG00000270280	ENST00000605596			X	43000174	43000396
ENSG00000189326	ENST00000446864	ENSP00000405210	"SPANX family, member N4 [Source:HGNC Symbol;Acc:HGNC:33177]"	X	143025918	143034702
ENSG00000189326	ENST00000370504	ENSP00000359535	"SPANX family, member N4 [Source:HGNC Symbol;Acc:HGNC:33177]"	X	143025918	143034702
ENSG00000224294	ENST00000440955			X	43176994	43226598
ENSG00000237206	ENST00000445028		IMP (inosine monophosphate) dehydrogenase 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:33959]	X	43278125	43279658
ENSG00000224069	ENST00000419615			X	154897561	154898092
ENSG00000277203	ENST00000610495	ENSP00000479624	coagulation factor VIII-associated 1 [Source:HGNC Symbol;Acc:HGNC:3547]	X	154886349	154888061
ENSG00000181544	ENST00000324138	ENSP00000326819	"Fanconi anemia, complementation group B [Source:HGNC Symbol;Acc:HGNC:3583]"	X	14843407	14873069
ENSG00000181544	ENST00000452869	ENSP00000397849	"Fanconi anemia, complementation group B [Source:HGNC Symbol;Acc:HGNC:3583]"	X	14843407	14873069
ENSG00000181544	ENST00000489126		"Fanconi anemia, complementation group B [Source:HGNC Symbol;Acc:HGNC:3583]"	X	14843407	14873069
ENSG00000181544	ENST00000398334	ENSP00000381378	"Fanconi anemia, complementation group B [Source:HGNC Symbol;Acc:HGNC:3583]"	X	14843407	14873069
ENSG00000003096	ENST00000371882	ENSP00000360949	kelch-like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	117897813	118117340
ENSG00000003096	ENST00000371876	ENSP00000360943	kelch-like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	117897813	118117340
ENSG00000003096	ENST00000371878	ENSP00000360945	kelch-like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	117897813	118117340
ENSG00000003096	ENST00000447671	ENSP00000412640	kelch-like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	117897813	118117340
ENSG00000003096	ENST00000469946	ENSP00000419803	kelch-like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	117897813	118117340
ENSG00000003096	ENST00000453826	ENSP00000393807	kelch-like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	117897813	118117340
ENSG00000003096	ENST00000545703	ENSP00000440707	kelch-like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	117897813	118117340
ENSG00000003096	ENST00000539496	ENSP00000443191	kelch-like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	117897813	118117340
ENSG00000003096	ENST00000262820	ENSP00000262820	kelch-like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	117897813	118117340
ENSG00000003096	ENST00000540167	ENSP00000441029	kelch-like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	117897813	118117340
ENSG00000003096	ENST00000541812	ENSP00000444450	kelch-like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]	X	117897813	118117340
ENSG00000228519	ENST00000496795			X	25645722	25646327
ENSG00000235211	ENST00000416049		thymosin beta 10 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:41950]	X	18341216	18341346
ENSG00000174016	ENST00000308293	ENSP00000308575	"family with sequence similarity 46, member D [Source:HGNC Symbol;Acc:HGNC:28399]"	X	80335504	80445311
ENSG00000174016	ENST00000538312	ENSP00000443410	"family with sequence similarity 46, member D [Source:HGNC Symbol;Acc:HGNC:28399]"	X	80335504	80445311
ENSG00000273820	ENST00000621775	ENSP00000483631	"ubiquitin specific peptidase 27, X-linked [Source:HGNC Symbol;Acc:HGNC:13486]"	X	49879948	49882565
ENSG00000268916	ENST00000617158		"CSAG family, member 3 [Source:HGNC Symbol;Acc:HGNC:26237]"	X	152753921	152760222
ENSG00000268916	ENST00000599845		"CSAG family, member 3 [Source:HGNC Symbol;Acc:HGNC:26237]"	X	152753921	152760222
ENSG00000268606	ENST00000620710	ENSP00000484290	melanoma antigen family A2 [Source:HGNC Symbol;Acc:HGNC:6800]	X	152749863	152753884
ENSG00000268606	ENST00000595583	ENSP00000470872	melanoma antigen family A2 [Source:HGNC Symbol;Acc:HGNC:6800]	X	152749863	152753884
ENSG00000268606	ENST00000617846	ENSP00000482879	melanoma antigen family A2 [Source:HGNC Symbol;Acc:HGNC:6800]	X	152749863	152753884
ENSG00000268606	ENST00000617505	ENSP00000483352	melanoma antigen family A2 [Source:HGNC Symbol;Acc:HGNC:6800]	X	152749863	152753884
ENSG00000268606	ENST00000623806	ENSP00000485541	melanoma antigen family A2 [Source:HGNC Symbol;Acc:HGNC:6800]	X	152749863	152753884
ENSG00000268606	ENST00000623438	ENSP00000485391	melanoma antigen family A2 [Source:HGNC Symbol;Acc:HGNC:6800]	X	152749863	152753884
ENSG00000268606	ENST00000598543	ENSP00000469919	melanoma antigen family A2 [Source:HGNC Symbol;Acc:HGNC:6800]	X	152749863	152753884
ENSG00000268606	ENST00000611674	ENSP00000480491	melanoma antigen family A2 [Source:HGNC Symbol;Acc:HGNC:6800]	X	152749863	152753884
ENSG00000268606	ENST00000611557	ENSP00000480738	melanoma antigen family A2 [Source:HGNC Symbol;Acc:HGNC:6800]	X	152749863	152753884
ENSG00000269902	ENST00000602277			X	45764772	45765299
ENSG00000270069	ENST00000602461		MIR222 host gene [Source:HGNC Symbol;Acc:HGNC:49555]	X	45745211	45770274
ENSG00000270069	ENST00000602507		MIR222 host gene [Source:HGNC Symbol;Acc:HGNC:49555]	X	45745211	45770274
ENSG00000204072	ENST00000372828		"armadillo repeat containing, X-linked 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:49917]"	X	101597510	101598671
ENSG00000204072	ENST00000602449		"armadillo repeat containing, X-linked 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:49917]"	X	101597510	101598671
ENSG00000205662	ENST00000381105			X	3929869	3937855
ENSG00000230788	ENST00000434586			X	106070481	106073202
ENSG00000101892	ENST00000218008	ENSP00000218008	"ATPase, Na+/K+ transporting, beta 4 polypeptide [Source:HGNC Symbol;Acc:HGNC:808]"	X	120362085	120383249
ENSG00000101892	ENST00000361319	ENSP00000355346	"ATPase, Na+/K+ transporting, beta 4 polypeptide [Source:HGNC Symbol;Acc:HGNC:808]"	X	120362085	120383249
ENSG00000101892	ENST00000539306	ENSP00000443334	"ATPase, Na+/K+ transporting, beta 4 polypeptide [Source:HGNC Symbol;Acc:HGNC:808]"	X	120362085	120383249
ENSG00000231566	ENST00000456532			X	45848074	45851490
ENSG00000234613	ENST00000420585			X	45913267	45917040
ENSG00000215286	ENST00000447169			X	45913118	45913871
ENSG00000198960	ENST00000497931		"armadillo repeat containing, X-linked 6 [Source:HGNC Symbol;Acc:HGNC:26094]"	X	101615118	101618001
ENSG00000198960	ENST00000361910	ENSP00000354708	"armadillo repeat containing, X-linked 6 [Source:HGNC Symbol;Acc:HGNC:26094]"	X	101615118	101618001
ENSG00000198960	ENST00000462302		"armadillo repeat containing, X-linked 6 [Source:HGNC Symbol;Acc:HGNC:26094]"	X	101615118	101618001
ENSG00000198960	ENST00000467089		"armadillo repeat containing, X-linked 6 [Source:HGNC Symbol;Acc:HGNC:26094]"	X	101615118	101618001
ENSG00000198960	ENST00000495964		"armadillo repeat containing, X-linked 6 [Source:HGNC Symbol;Acc:HGNC:26094]"	X	101615118	101618001
ENSG00000198960	ENST00000494624		"armadillo repeat containing, X-linked 6 [Source:HGNC Symbol;Acc:HGNC:26094]"	X	101615118	101618001
ENSG00000198960	ENST00000538627	ENSP00000440648	"armadillo repeat containing, X-linked 6 [Source:HGNC Symbol;Acc:HGNC:26094]"	X	101615118	101618001
ENSG00000198960	ENST00000539247	ENSP00000444537	"armadillo repeat containing, X-linked 6 [Source:HGNC Symbol;Acc:HGNC:26094]"	X	101615118	101618001
ENSG00000235592	ENST00000458400			X	13327937	13329867
ENSG00000157502	ENST00000357175	ENSP00000349699	melanoma associated antigen (mutated) 1-like 1 [Source:HGNC Symbol;Acc:HGNC:26583]	X	106168305	106208956
ENSG00000157502	ENST00000372552	ENSP00000361632	melanoma associated antigen (mutated) 1-like 1 [Source:HGNC Symbol;Acc:HGNC:26583]	X	106168305	106208956
ENSG00000157502	ENST00000337685	ENSP00000338641	melanoma associated antigen (mutated) 1-like 1 [Source:HGNC Symbol;Acc:HGNC:26583]	X	106168305	106208956
ENSG00000157502	ENST00000619455	ENSP00000484745	melanoma associated antigen (mutated) 1-like 1 [Source:HGNC Symbol;Acc:HGNC:26583]	X	106168305	106208956
ENSG00000171155	ENST00000304661	ENSP00000304364	C1GALT1-specific chaperone 1 [Source:HGNC Symbol;Acc:HGNC:24338]	X	120625793	120630150
ENSG00000171155	ENST00000371313	ENSP00000360363	C1GALT1-specific chaperone 1 [Source:HGNC Symbol;Acc:HGNC:24338]	X	120625793	120630150
ENSG00000278317	ENST00000613393			X	120709061	120709392
ENSG00000147082	ENST00000493507		cyclin B3 [Source:HGNC Symbol;Acc:HGNC:18709]	X	50202713	50351910
ENSG00000147082	ENST00000491907		cyclin B3 [Source:HGNC Symbol;Acc:HGNC:18709]	X	50202713	50351910
ENSG00000147082	ENST00000376042	ENSP00000365210	cyclin B3 [Source:HGNC Symbol;Acc:HGNC:18709]	X	50202713	50351910
ENSG00000147082	ENST00000376038	ENSP00000365206	cyclin B3 [Source:HGNC Symbol;Acc:HGNC:18709]	X	50202713	50351910
ENSG00000147082	ENST00000476167	ENSP00000431645	cyclin B3 [Source:HGNC Symbol;Acc:HGNC:18709]	X	50202713	50351910
ENSG00000147082	ENST00000487204		cyclin B3 [Source:HGNC Symbol;Acc:HGNC:18709]	X	50202713	50351910
ENSG00000147082	ENST00000276014	ENSP00000276014	cyclin B3 [Source:HGNC Symbol;Acc:HGNC:18709]	X	50202713	50351910
ENSG00000147082	ENST00000348603	ENSP00000338682	cyclin B3 [Source:HGNC Symbol;Acc:HGNC:18709]	X	50202713	50351910
ENSG00000224701	ENST00000433137		mediator complex subunit 28 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:45081]	X	45951762	45952333
ENSG00000213100	ENST00000392293		keratin 18 pseudogene 68 [Source:HGNC Symbol;Acc:HGNC:48895]	X	45983365	45984364
ENSG00000067840	ENST00000164640	ENSP00000164640	PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	X	153802166	153830565
ENSG00000067840	ENST00000484792		PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	X	153802166	153830565
ENSG00000067840	ENST00000475140		PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	X	153802166	153830565
ENSG00000067840	ENST00000483693		PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	X	153802166	153830565
ENSG00000067840	ENST00000480418		PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	X	153802166	153830565
ENSG00000067840	ENST00000480650	ENSP00000476940	PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	X	153802166	153830565
ENSG00000067840	ENST00000468491		PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	X	153802166	153830565
ENSG00000067840	ENST00000544474	ENSP00000442033	PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	X	153802166	153830565
ENSG00000067840	ENST00000393758	ENSP00000377355	PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	X	153802166	153830565
ENSG00000229331	ENST00000441146		GK intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41339]	X	30671635	30672166
ENSG00000243055	ENST00000464659		GK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40255]	X	30699998	30724174
ENSG00000204382	ENST00000518075	ENSP00000430130	"X antigen family, member 1B [Source:HGNC Symbol;Acc:HGNC:25400]"	X	52512077	52520803
ENSG00000204382	ENST00000375616	ENSP00000364766	"X antigen family, member 1B [Source:HGNC Symbol;Acc:HGNC:25400]"	X	52512077	52520803
ENSG00000204382	ENST00000519579		"X antigen family, member 1B [Source:HGNC Symbol;Acc:HGNC:25400]"	X	52512077	52520803
ENSG00000204382	ENST00000375613	ENSP00000364763	"X antigen family, member 1B [Source:HGNC Symbol;Acc:HGNC:25400]"	X	52512077	52520803
ENSG00000204382	ENST00000375612		"X antigen family, member 1B [Source:HGNC Symbol;Acc:HGNC:25400]"	X	52512077	52520803
ENSG00000204382	ENST00000494039		"X antigen family, member 1B [Source:HGNC Symbol;Acc:HGNC:25400]"	X	52512077	52520803
ENSG00000001497	ENST00000374807	ENSP00000363940	LAS1-like (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25726]	X	65512582	65534775
ENSG00000001497	ENST00000374811	ENSP00000363944	LAS1-like (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25726]	X	65512582	65534775
ENSG00000001497	ENST00000374804	ENSP00000363937	LAS1-like (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25726]	X	65512582	65534775
ENSG00000001497	ENST00000484069	ENSP00000473471	LAS1-like (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25726]	X	65512582	65534775
